"filename", "language", "Dart", "comment", "blank", "total"
"d:\VSCode\Flutter\watering_app\lib\core\widgets\edit_schedule_sheet.dart", "Dart", 490, 7, 30, 527
"d:\VSCode\Flutter\watering_app\lib\core\widgets\history_watering_data_table.dart", "Dart", 59, 0, 8, 67
"d:\VSCode\Flutter\watering_app\lib\core\widgets\icons\back_icon.dart", "Dart", 17, 0, 4, 21
"d:\VSCode\Flutter\watering_app\lib\core\widgets\schedule_list_item.dart", "Dart", 200, 10, 16, 226
"d:\VSCode\Flutter\watering_app\lib\core\widgets\search_bar.dart", "Dart", 138, 9, 14, 161
"d:\VSCode\Flutter\watering_app\lib\core\widgets\sort_button.dart", "Dart", 164, 7, 9, 180
"d:\VSCode\Flutter\watering_app\lib\core\widgets\text_form_field\normal_text_form_field.dart", "Dart", 86, 0, 4, 90
"d:\VSCode\Flutter\watering_app\lib\core\widgets\text_form_field\password_text_form_field.dart", "Dart", 73, 0, 7, 80
"d:\VSCode\Flutter\watering_app\lib\features\authentication\data\models\user_model.dart", "Dart", 49, 0, 6, 55
"d:\VSCode\Flutter\watering_app\lib\features\authentication\data\source\auth_local.dart", "Dart", 41, 0, 12, 53
"d:\VSCode\Flutter\watering_app\lib\features\authentication\data\source\auth_remote.dart", "Dart", 204, 4, 11, 219
"d:\VSCode\Flutter\watering_app\lib\features\authentication\domain\repository\auth_repository.dart", "Dart", 24, 0, 2, 26
"d:\VSCode\Flutter\watering_app\lib\features\authentication\domain\repository\auth_repository_impl.dart", "Dart", 159, 7, 17, 183
"d:\VSCode\Flutter\watering_app\lib\features\authentication\domain\repository\auth_repository_provider.dart", "Dart", 14, 0, 2, 16
"d:\VSCode\Flutter\watering_app\lib\features\authentication\presentation\screens\account_screen.dart", "Dart", 229, 51, 9, 289
"d:\VSCode\Flutter\watering_app\lib\features\authentication\presentation\screens\change_password_screen.dart", "Dart", 420, 10, 33, 463
"d:\VSCode\Flutter\watering_app\lib\features\authentication\presentation\screens\forgot_password_screen.dart", "Dart", 62, 1, 7, 70
"d:\VSCode\Flutter\watering_app\lib\features\authentication\presentation\screens\login_screen.dart", "Dart", 211, 13, 11, 235
"d:\VSCode\Flutter\watering_app\lib\features\authentication\presentation\screens\new_password_screen.dart", "Dart", 221, 4, 21, 246
"d:\VSCode\Flutter\watering_app\lib\features\authentication\presentation\screens\signup_screen.dart", "Dart", 175, 0, 11, 186
"d:\VSCode\Flutter\watering_app\lib\features\authentication\presentation\screens\verify_email_screen.dart", "Dart", 442, 11, 31, 484
"d:\VSCode\Flutter\watering_app\lib\features\authentication\providers\auth_provider.dart", "Dart", 176, 20, 24, 220
"d:\VSCode\Flutter\watering_app\lib\features\authentication\providers\auth_state.dart", "Dart", 91, 0, 12, 103
"d:\VSCode\Flutter\watering_app\lib\features\devices\data\enums\devices_enums.dart", "Dart", 4, 2, 4, 10
"d:\VSCode\Flutter\watering_app\lib\features\devices\data\models\device_model.dart", "Dart", 67, 0, 6, 73
"d:\VSCode\Flutter\watering_app\lib\features\devices\data\models\history_sensor_model.dart", "Dart", 29, 0, 5, 34
"d:\VSCode\Flutter\watering_app\lib\features\devices\data\source\device_remote.dart", "Dart", 397, 0, 19, 416
"d:\VSCode\Flutter\watering_app\lib\features\devices\domain\repository\device_repository.dart", "Dart", 45, 0, 2, 47
"d:\VSCode\Flutter\watering_app\lib\features\devices\domain\repository\device_repository_impl.dart", "Dart", 225, 0, 15, 240
"d:\VSCode\Flutter\watering_app\lib\features\devices\domain\repository\device_repository_provider.dart", "Dart", 12, 0, 2, 14
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\screens\all_devices_screen.dart", "Dart", 398, 9, 29, 436
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\screens\analytics_tab_screen.dart", "Dart", 357, 54, 17, 428
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\screens\control_tab_screen.dart", "Dart", 355, 22, 30, 407
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\screens\device_detail_screen.dart", "Dart", 130, 4, 8, 142
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\screens\schedule_tab_screen.dart", "Dart", 237, 43, 15, 295
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\widgets\add_new_device.dart", "Dart", 145, 1, 11, 157
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\widgets\device_grid_item.dart", "Dart", 351, 8, 13, 372
"d:\VSCode\Flutter\watering_app\lib\features\devices\presentation\widgets\edit_device_dialog.dart", "Dart", 0, 0, 1, 1
"d:\VSCode\Flutter\watering_app\lib\features\devices\providers\all_devices\devices_provider.dart", "Dart", 54, 0, 7, 61
"d:\VSCode\Flutter\watering_app\lib\features\devices\providers\all_devices\devices_state.dart", "Dart", 32, 1, 8, 41
"d:\VSCode\Flutter\watering_app\lib\features\devices\providers\all_devices\realtime_devices_provider.dart", "Dart", 158, 5, 25, 188
"d:\VSCode\Flutter\watering_app\lib\features\devices\providers\device\device_provider.dart", "Dart", 116, 7, 18, 141
"d:\VSCode\Flutter\watering_app\lib\features\devices\providers\device\device_state.dart", "Dart", 40, 0, 8, 48
"d:\VSCode\Flutter\watering_app\lib\features\devices\providers\device\get_history_provider.dart", "Dart", 78, 3, 11, 92
"d:\VSCode\Flutter\watering_app\lib\features\devices\providers\device\realtime_device_provider.dart", "Dart", 0, 43, 6, 49
"d:\VSCode\Flutter\watering_app\lib\features\devices\providers\device\schedule_provider.dart", "Dart", 161, 9, 21, 191
"d:\VSCode\Flutter\watering_app\lib\features\groups\data\models\group_model.dart", "Dart", 54, 0, 6, 60
"d:\VSCode\Flutter\watering_app\lib\features\groups\data\source\group_remote.dart", "Dart", 436, 0, 19, 455
"d:\VSCode\Flutter\watering_app\lib\features\groups\domain\repository\group_repository.dart", "Dart", 43, 0, 2, 45
"d:\VSCode\Flutter\watering_app\lib\features\groups\domain\repository\group_repository_impl.dart", "Dart", 241, 0, 16, 257
"d:\VSCode\Flutter\watering_app\lib\features\groups\domain\repository\group_repository_provider.dart", "Dart", 12, 0, 4, 16
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\screens\all_groups_screen.dart", "Dart", 285, 3, 25, 313
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\screens\group_control_tab_screen.dart", "Dart", 342, 17, 26, 385
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\screens\group_detail_screen.dart", "Dart", 140, 1, 13, 154
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\screens\group_devices_tab_screen.dart", "Dart", 223, 3, 12, 238
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\screens\group_schedule_tab_screen.dart", "Dart", 235, 0, 15, 250
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\widgets\add_or_edit_group.dart", "Dart", 395, 14, 43, 452
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\widgets\group_grid_item.dart", "Dart", 230, 3, 7, 240
"d:\VSCode\Flutter\watering_app\lib\features\groups\providers\all_groups\groups_provider.dart", "Dart", 86, 7, 11, 104
"d:\VSCode\Flutter\watering_app\lib\features\groups\providers\all_groups\groups_state.dart", "Dart", 32, 1, 9, 42
"d:\VSCode\Flutter\watering_app\lib\features\groups\providers\all_groups\realtime_groups_provider.dart", "Dart", 55, 1, 9, 65
"d:\VSCode\Flutter\watering_app\lib\features\groups\providers\group\get_history_provider.dart", "Dart", 44, 0, 6, 50
"d:\VSCode\Flutter\watering_app\lib\features\groups\providers\group\group_provider.dart", "Dart", 140, 8, 19, 167
"d:\VSCode\Flutter\watering_app\lib\features\groups\providers\group\group_state.dart", "Dart", 33, 0, 6, 39
"d:\VSCode\Flutter\watering_app\lib\features\groups\providers\group\schedule_provider.dart", "Dart", 161, 9, 22, 192
"d:\VSCode\Flutter\watering_app\lib\features\home\data\source\home_remote.dart", "Dart", 54, 0, 5, 59
"d:\VSCode\Flutter\watering_app\lib\features\home\domain\home_repository.dart", "Dart", 6, 0, 1, 7
"d:\VSCode\Flutter\watering_app\lib\features\home\domain\home_repository_impl.dart", "Dart", 32, 0, 5, 37
"d:\VSCode\Flutter\watering_app\lib\features\home\domain\home_repository_provider.dart", "Dart", 12, 0, 3, 15
"d:\VSCode\Flutter\watering_app\lib\features\home\presentation\screens\home_screen copy.dart", "Dart", 234, 8, 19, 261
"d:\VSCode\Flutter\watering_app\lib\features\home\presentation\screens\home_screen.dart", "Dart", 398, 7, 23, 428
"d:\VSCode\Flutter\watering_app\lib\features\home\presentation\screens\incoming_schedule_screen.dart", "Dart", 142, 2, 13, 157
"d:\VSCode\Flutter\watering_app\lib\features\home\presentation\widgets\artical_item_card.dart", "Dart", 94, 1, 3, 98
"d:\VSCode\Flutter\watering_app\lib\features\home\presentation\widgets\info_card.dart", "Dart", 157, 0, 11, 168
"d:\VSCode\Flutter\watering_app\lib\features\home\presentation\widgets\schedule_item_card.dart", "Dart", 117, 14, 7, 138
"d:\VSCode\Flutter\watering_app\lib\features\home\providers\home_provider.dart", "Dart", 44, 1, 12, 57
"d:\VSCode\Flutter\watering_app\lib\features\home\providers\home_state.dart", "Dart", 27, 0, 7, 34
"d:\VSCode\Flutter\watering_app\lib\main.dart", "Dart", 23, 0, 3, 26
"d:\VSCode\Flutter\watering_app\lib\theme\styles.dart", "Dart", 28, 0, 4, 32
"d:\VSCode\Flutter\watering_app\lib\theme\theme.dart", "Dart", 79, 1, 3, 83
"Total", "-", 13282, 553, 1155, 14990
