"filename", "language", "Dart", "comment", "blank", "total"
"d:\VSCode\Flutter\watering_app\lib\features\devices\providers\all_devices\devices_provider.dart", "Dart", 14, 0, 0, 14
"d:\VSCode\Flutter\watering_app\lib\features\devices\providers\all_devices\devices_state.dart", "Dart", 5, 1, 2, 8
"d:\VSCode\Flutter\watering_app\lib\features\devices\providers\all_devices\realtime_devices_provider.dart", "Dart", 142, 5, 25, 172
"d:\VSCode\Flutter\watering_app\lib\features\devices\providers\device\device_state.dart", "Dart", 0, 0, -1, -1
"d:\VSCode\Flutter\watering_app\lib\features\devices\providers\device\get_history_provider.dart", "Dart", 0, -1, -1, -2
"d:\VSCode\Flutter\watering_app\lib\features\devices\providers\device\realtime_device_provider.dart", "Dart", -41, 42, 0, 1
"d:\VSCode\Flutter\watering_app\lib\features\groups\data\models\group_model.dart", "Dart", 44, 0, 7, 51
"d:\VSCode\Flutter\watering_app\lib\features\groups\data\source\group_remote.dart", "Dart", 436, 0, 20, 456
"d:\VSCode\Flutter\watering_app\lib\features\groups\domain\repository\group_repository.dart", "Dart", 43, 0, 2, 45
"d:\VSCode\Flutter\watering_app\lib\features\groups\domain\repository\group_repository_impl.dart", "Dart", 237, 0, 16, 253
"d:\VSCode\Flutter\watering_app\lib\features\groups\domain\repository\group_repository_provider.dart", "Dart", 12, 0, 4, 16
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\screens\all_groups_screen.dart", "Dart", 263, 3, 24, 290
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\screens\group_control_tab_screen.dart", "Dart", 307, 9, 24, 340
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\screens\group_detail_screen.dart", "Dart", 144, 1, 12, 157
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\screens\group_devices_tab_screen.dart", "Dart", 171, 0, 12, 183
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\screens\group_schedule_tab_screen.dart", "Dart", 238, 0, 14, 252
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\widgets\add_or_edit_group.dart", "Dart", 384, 14, 42, 440
"d:\VSCode\Flutter\watering_app\lib\features\groups\presentation\widgets\group_grid_item.dart", "Dart", 126, 38, 7, 171
"d:\VSCode\Flutter\watering_app\lib\features\groups\providers\all_groups\groups_provider.dart", "Dart", 84, 3, 10, 97
"d:\VSCode\Flutter\watering_app\lib\features\groups\providers\all_groups\groups_state.dart", "Dart", 32, 1, 9, 42
"d:\VSCode\Flutter\watering_app\lib\features\groups\providers\group\get_history_provider.dart", "Dart", 36, 0, 8, 44
"d:\VSCode\Flutter\watering_app\lib\features\groups\providers\group\group_provider.dart", "Dart", 136, 8, 19, 163
"d:\VSCode\Flutter\watering_app\lib\features\groups\providers\group\group_state.dart", "Dart", 33, 0, 6, 39
"d:\VSCode\Flutter\watering_app\lib\features\groups\providers\group\schedule_provider.dart", "Dart", 158, 9, 22, 189
"d:\VSCode\Flutter\watering_app\lib\main.dart", "Dart", 0, -2, 0, -2
"Total", "-", 4170, 225, 381, 4776
